,Unnamed: 0,Survey,Year,ShootLat,ShootLong,DateTime,Clupea_harengus_JUV,Clupea_harengus_SA,Clupea_harengus_LA
3267,3267,NS-IBTS,1986,55.2667,2.4667,1986-04-02 09:04:00,0.0,1.033642030528492,0.0
7067,7067,NS-IBTS,1994,53.05,2.6667,1994-02-18 08:27:00,75.44919446992795,0.3548919735184103,0.6419205322368592
9929,9929,NS-IBTS,1999,54.3167,8.1167,1999-12-02 07:17:00,68.80903390950729,0.0826658408312517,0.0
5435,5435,NS-IBTS,1991,56.7833,11.8667,1991-09-25 09:00:00,0.0,112.44248337044037,13.624657132927638
12511,12511,NS-IBTS,2003,53.7833,3.45,2003-10-08 06:12:00,0.0,0.0,0.1636225297588356
18427,18427,NS-IBTS,2013,54.8295,6.6543,2013-07-27 07:37:00,1668730.8140194584,682.6583235231817,277.4004463813098
6036,6036,NS-IBTS,1992,56.2667,-0.5167,1992-08-31 10:05:00,0.0,0.0,2148.287291756912
5112,5112,NS-IBTS,1991,51.6667,2.8333,1991-02-14 11:00:00,0.0,0.0,2560.838300763707
11656,11656,NS-IBTS,2001,58.85,3.2667,2001-01-24 08:14:00,0.0,0.0,1.848267688037516
10373,10373,NS-IBTS,1999,58.8167,0.8167,1999-09-08 17:20:00,0.0,0.0,198.7877977572591
19690,19690,NS-IBTS,2015,55.9108,6.6487,2015-01-24 12:00:00,241.45863300341176,3.0634199493862573,0.2520786894931389
1828,1828,NS-IBTS,1982,58.8167,0.3167,1982-02-25 07:34:00,0.0,0.0,0.6734026725492608
14702,14702,NS-IBTS,2006,57.81100000000001,5.0307,2006-02-02 08:04:00,0.0,0.0,105.03291616237681
14212,14212,NS-IBTS,2005,58.7732,2.6032,2005-02-08 18:49:00,0.0,0.0,1.264329739711178
14647,14647,NS-IBTS,2006,57.145,-0.61,2006-06-07 20:11:00,0.0,0.0,0.26168626534892914
108,108,NS-IBTS,1977,55.0333,-1.1167,1977-05-02 08:47:00,0.0,0.34589445965537546,0.21444756497858247
11343,11343,NS-IBTS,2001,55.65,-1.1167,2001-03-13 06:15:00,66.565906257175,2.0279158374486426,1.0899799479684025
10526,10526,NS-IBTS,2000,53.1166,4.1166,2000-02-15 07:10:00,9636.479553350968,151.9035526004484,8.155677578444893
8855,8855,NS-IBTS,1997,55.2167,4.5,1997-09-22 04:16:00,402.87542527273354,7.015826447076758,21.295089753503166
20328,20328,NS-IBTS,2016,56.29600000000001,3.642,2016-08-19 04:57:00,0.0,0.0,0.6513517358328158
5754,5754,NS-IBTS,1992,51.4667,1.7833,1992-02-26 13:20:00,0.0,0.0,0.5681520484458232
2645,2645,NS-IBTS,1985,53.4333,1.6333,1985-04-02 14:02:00,0.0,4.324862230213058,4.3301973777102685
18918,18918,NS-IBTS,2014,52.4296,4.1429,2014-05-08 05:26:00,120827.14657788195,0.06420254306167272,0.0
15284,15284,NS-IBTS,2007,58.2362,-0.514,2007-08-30 10:14:00,0.0,0.0,967.0220294693734
14785,14785,NS-IBTS,2006,58.8935,-0.6552,2006-07-08 17:00:00,0.0,0.0,961.5643494327338
8050,8050,NS-IBTS,1995,58.6667,-0.2833,1995-08-17 10:30:00,0.0,0.0,1.9253685813654269
13284,13284,NS-IBTS,2004,55.3167,7.5667,2004-01-02 15:26:00,704.2097049034219,5.315275301006204,0.3438614108595257
11919,11919,NS-IBTS,2002,54.9,-0.2833,2002-08-15 05:42:00,0.0,0.0,33.71185268049957
3969,3969,NS-IBTS,1987,59.15,-0.85,1987-02-18 14:05:00,0.0,0.0,159.69757519416962
11450,11450,NS-IBTS,2001,56.7873,0.3523,2001-04-08 20:23:00,0.0,0.0,1.6749556137151764
19848,19848,NS-IBTS,2015,57.6208,8.7875,2015-01-22 13:15:00,0.0,2.707386392834157,125.25309645909107
15626,15626,NS-IBTS,2008,55.8798,0.0368,2008-08-15 17:43:00,0.0,0.0,321.27083902570257
4530,4530,NS-IBTS,1989,55.4167,-0.5833,1989-03-02 19:32:00,0.0,5.419469303529182,33.989466608089465
15822,15822,NS-IBTS,2008,58.104,4.7572,2008-08-29 17:00:00,0.0,0.0,0.14639791068471558
16578,16578,NS-IBTS,2010,53.5666,4.3833,2010-01-28 07:35:00,3610.4596449910273,33.749379536872176,0.0
8429,8429,NS-IBTS,1996,56.7667,-2.2333,1996-02-25 16:45:00,113.41242257039772,1.7193651371724419,1.6329828873883594
9328,9328,NS-IBTS,1998,54.1667,8.0333,1998-01-28 14:49:00,106506.68501179053,137.8077825876677,324.92521596087687
10115,10115,NS-IBTS,1999,56.4667,11.1,1999-03-02 12:53:00,17726.46538050439,194.2767587070562,4.126089319326673
10949,10949,NS-IBTS,2000,58.3833,-2.75,2000-08-02 08:10:00,0.0,2.1819393437950567,0.6922115524521101
391,391,NS-IBTS,1978,54.2333,0.5,1978-02-02 07:27:00,334.8449075935168,26.83072302066193,2.9025371020317046
8573,8573,NS-IBTS,1996,58.2333,2.8333,1996-02-19 19:00:00,0.0,0.17960718121430735,25.84882966050695
3670,3670,NS-IBTS,1987,54.7667,5.4167,1987-03-02 09:00:00,15441.465910645404,151.0537030012803,0.0
15230,15230,NS-IBTS,2007,57.6483,3.6482,2007-01-24 12:48:00,0.0,0.0,0.1417805555755369
14469,14469,NS-IBTS,2006,54.799,0.3521,2006-02-02 13:07:00,0.0,0.17835790479261207,0.6204185193675196
13640,13640,NS-IBTS,2004,59.415,0.7517,2004-10-02 14:29:00,0.0,0.0,4.950222412698699
19488,19488,NS-IBTS,2015,52.2052,3.6418,2015-01-27 08:49:00,25.29644449726897,0.7999847883032714,1.6759859951689602
14050,14050,NS-IBTS,2005,56.9807,0.6765,2005-02-17 10:28:00,0.0,0.0,8.897021922277911
5014,5014,NS-IBTS,1990,57.8667,2.2167,1990-10-02 07:41:00,25.29644449726897,0.0,1.3790499986972875
5617,5617,NS-IBTS,1991,58.3667,0.4333,1991-10-02 11:31:00,0.0,0.0,5.3329627518380445
4664,4664,NS-IBTS,1989,57.6167,4.9333,1989-10-02 18:35:00,0.0,0.0,24.791033186002387
20186,20186,NS-IBTS,2016,54.4075,3.5356,2016-10-08 08:28:00,12553.64555897876,0.0,0.0
21863,21863,NS-IBTS,2018,61.12,-0.688,2018-01-29 15:49:00,0.0,0.0,4.894122030992018
231,231,NS-IBTS,1977,57.4,-1.3333,1977-02-24 23:00:00,0.0,0.08097599958628687,0.22674790929187144
19884,19884,NS-IBTS,2015,57.864,-3.055,2015-01-24 12:17:00,516.9264114462358,13.901551865177195,4.011339837282427
72,72,NS-IBTS,1977,54.3333,7.4667,1977-02-15 09:57:00,0.0,0.04531006580650318,0.0
22180,22180,NS-IBTS,2019,61.101000000000006,0.16899999999999998,2019-01-29 15:41:00,0.0,0.0,0.8291809871504777
11042,11042,NS-IBTS,2000,60.25,2.6,2000-01-25 08:30:00,0.0,0.0,0.8067283682574855
10077,10077,NS-IBTS,1999,56.2,4.35,1999-03-02 12:43:00,0.0,0.0674577410968489,8.095037488883616
3501,3501,NS-IBTS,1986,60.0,-1.8,1986-01-26 17:17:00,0.0,0.0,4.111522243264473
21161,21161,NS-IBTS,2017,58.75,-1.604,2017-12-08 15:09:00,0.0,0.0,1541.1729501786767
3550,3550,NS-IBTS,1987,53.0667,4.1333,1987-12-02 07:15:00,605.8413995609502,3.0908228330923277,0.0
5850,5850,NS-IBTS,1992,54.2833,3.5,1992-12-02 11:19:00,1846.6404483006352,277.98955219379366,136.05343169129304
1405,1405,NS-IBTS,1981,55.4167,4.7333,1981-12-02 10:34:00,0.0,50.512803646804905,79.39954892941792
4602,4602,NS-IBTS,1989,56.6333,12.2167,1989-09-02 08:50:00,1264.8222248634486,168.61058925129706,1553.0971468791204
20214,20214,NS-IBTS,2016,54.831,-0.225,2016-08-22 09:27:00,0.0,0.0,0.6877933591217209
17837,17837,NS-IBTS,2012,54.7512,7.5542,2012-07-20 05:45:00,0.0,0.0,0.17534904374674828
13620,13620,NS-IBTS,2004,59.1157,-1.2302,2004-02-02 11:16:00,0.0,0.0,27.720167051428927
5129,5129,NS-IBTS,1991,52.4,3.5167,1991-11-08 12:16:00,0.0,0.0,0.5523339176766776
9136,9136,NS-IBTS,1997,58.6,10.9,1997-09-18 05:22:00,465.00200787233473,0.0,0.7762290509442105
17394,17394,NS-IBTS,2011,56.5892,11.8158,2011-08-09 05:14:00,781.196110678579,23.334241921877126,227.81243462012418
6823,6823,NS-IBTS,1993,57.6167,3.1667,1993-02-13 21:55:00,0.0,0.0,0.479024839470693
5476,5476,NS-IBTS,1991,57.2167,3.85,1991-08-15 16:50:00,0.0,0.0,0.29885463650461924
14070,14070,NS-IBTS,2005,57.1962,12.0575,2005-09-16 08:00:00,47970.95106983386,19.627810981483897,54.43325994893136
14740,14740,NS-IBTS,2006,58.18899999999999,-1.614,2006-09-02 15:42:00,0.0,0.0,0.4179186999968707
11687,11687,NS-IBTS,2001,59.3713,-0.1383,2001-01-31 17:11:00,0.0,0.0,19.613544623888444
13012,13012,NS-IBTS,2003,59.2333,0.8,2003-09-23 15:32:00,0.0,0.0,210.37623790862582
10438,10438,NS-IBTS,1999,60.0667,0.7333,1999-01-22 15:16:00,0.0,0.0,2.557143407845923
22097,22097,NS-IBTS,2019,58.0738,9.821,2019-01-26 07:50:00,0.0,0.0,0.1524374596103582
4779,4779,NS-IBTS,1990,52.6667,2.3,1990-03-02 09:53:00,0.0,0.0,0.1524374596103582
13062,13062,NS-IBTS,2003,60.2333,2.5833,2003-09-21 23:11:00,0.0,0.0,32.1421948781857
13704,13704,NS-IBTS,2004,61.0497,-1.2,2004-08-25 05:40:00,0.0,0.0,12.095591978962588
20074,20074,NS-IBTS,2016,50.1878,1.1679,2016-02-22 11:12:00,0.0,0.0,81.39014989440001
12684,12684,NS-IBTS,2003,55.7602,0.1983,2003-08-15 09:04:00,0.0,0.0,989.003014248972
14113,14113,NS-IBTS,2005,57.6718,11.2027,2005-05-09 11:44:00,10810.253794719069,32.52084468075765,0.0
11727,11727,NS-IBTS,2001,60.2333,2.1,2001-08-29 08:58:00,0.0,0.0,0.257824985373594
5987,5987,NS-IBTS,1992,55.8167,5.0833,1992-01-18 09:52:00,0.0,432.8868916686856,259.6993978750256
9359,9359,NS-IBTS,1998,54.4167,3.0667,1998-10-02 09:43:00,44.377270838116665,1.0733670363680872,1.074713848601382
6538,6538,NS-IBTS,1993,54.4833,0.0,1993-09-16 05:12:00,0.0,0.15934772030409367,1.124903297018134
17014,17014,NS-IBTS,2010,59.211999999999996,-0.4575,2010-08-30 15:50:00,0.0,0.0,83.21512594898785
21772,21772,NS-IBTS,2018,59.2773,-1.2158,2018-04-09 04:42:00,0.0,0.0,27.519359770763803
21648,21648,NS-IBTS,2018,57.619,2.2107,2018-02-19 13:18:00,0.0,0.0,1.7055600960872233
5036,5036,NS-IBTS,1990,58.3333,-2.6,1990-10-02 15:04:00,0.0,0.0,0.3385393092666084
10635,10635,NS-IBTS,2000,54.8833,5.2167,2000-02-28 16:16:00,24452.204776372,25.56969073595823,0.0
10734,10734,NS-IBTS,2000,56.2154,0.4936,2000-07-09 13:59:00,0.0,0.10769512683266247,20.938179196382407
17599,17599,NS-IBTS,2011,58.7367,0.41,2011-12-07 15:44:00,0.0,0.0,245.3877230517306
2093,2093,NS-IBTS,1983,56.7333,3.1333,1983-02-15 19:55:00,158.21127107582703,4.601400056753327,9.641474304607817
9488,9488,NS-IBTS,1998,56.1333,2.2833,1998-08-14 15:02:00,0.0,0.0,8.98866391904712
2560,2560,NS-IBTS,1984,58.3167,-2.2333,1984-02-28 08:58:00,0.0,1.1130527280980071,355.53005023553413
11271,11271,NS-IBTS,2001,54.7952,0.4258,2001-08-13 13:28:00,0.0,0.6440190849066365,0.7770192166257834
3148,3148,NS-IBTS,1986,54.1,4.25,1986-02-22 09:02:00,3274.6053434662776,5.838414324393608,0.14790876797039734
14728,14728,NS-IBTS,2006,58.0035,9.8082,2006-01-02 11:08:00,0.0,1.989396029768561,107.17936980304162
8085,8085,NS-IBTS,1995,59.3667,-0.0833,1995-08-16 20:20:00,0.0,0.0,16.381089902511057
20683,20683,NS-IBTS,2016,61.2241,0.4845,2016-07-19 15:42:00,0.0,0.0,54.48340982674372
19401,19401,NS-IBTS,2014,59.409,-3.97,2014-01-29 08:29:00,0.0,0.0,1.0400122643980925
10029,10029,NS-IBTS,1999,55.6167,-0.7833,1999-01-09 11:33:00,940.4976098320856,0.19754327292754825,34.472751164750015
10175,10175,NS-IBTS,1999,57.0167,12.2,1999-09-02 15:40:00,0.0,4.428139225040616,159.27976714885108
16102,16102,NS-IBTS,2009,54.3667,0.6685,2009-12-08 08:28:00,0.0,0.061357943139612035,0.07395438398519869
17152,17152,NS-IBTS,2011,53.1905,2.1893,2011-10-02 07:42:00,60.88772178279153,0.0,0.8155765616863166
19998,19998,NS-IBTS,2015,59.422,-3.935,2015-01-28 08:27:00,0.0,0.0,140.46264328311267
455,455,NS-IBTS,1978,54.95,0.7,1978-04-02 11:17:00,0.0,0.4543524379173997,0.7638682350483837
13285,13285,NS-IBTS,2004,55.3403,7.0278,2004-02-13 06:52:00,94.91495441348984,2.2941770044970378,0.7366004900313947
2336,2336,NS-IBTS,1984,54.75,5.4,1984-02-28 10:06:00,68033.74248410475,139.99500182021882,0.0
11132,11132,NS-IBTS,2001,52.7666,4.4833,2001-02-19 14:27:00,0.0,107.2944011566464,1264.3260364810922
7837,7837,NS-IBTS,1995,56.5667,12.6,1995-01-31 07:02:00,19701.82019664008,259.46186111513265,28.689226125471727
12793,12793,NS-IBTS,2003,56.7848,0.4402,2003-08-14 14:35:00,0.0,0.0,6236.275662779343
92,92,NS-IBTS,1977,54.7,3.6833,1977-02-17 14:55:00,0.0,0.0,0.18876645766210964
324,324,NS-IBTS,1978,53.2833,4.2833,1978-06-02 15:23:00,0.0,0.0,10.622736940541426
921,921,NS-IBTS,1979,57.7333,2.5,1979-01-31 13:30:00,0.0,0.03635877587631645,0.5142585402927666
15954,15954,NS-IBTS,2008,60.7133,-0.255,2008-07-29 18:03:00,0.0,0.0,17.04438831998602
20187,20187,NS-IBTS,2016,54.4076,4.0933,2016-10-08 11:36:00,6734.181216623236,0.0,0.0
702,702,NS-IBTS,1979,54.25,7.7667,1979-02-03 07:06:00,1338.1413267299395,28.214196531838518,0.0
1482,1482,NS-IBTS,1981,57.05,7.4167,1981-01-25 06:12:00,0.0,0.0,0.09595556556573658
9691,9691,NS-IBTS,1998,58.1,4.7333,1998-08-25 15:34:00,0.0,0.0,0.34389667956086045
11336,11336,NS-IBTS,2001,55.5,4.6,2001-08-14 18:32:00,0.0,0.0,0.1316385646125534
12783,12783,NS-IBTS,2003,56.7403,4.1582,2003-08-17 05:46:00,0.0,0.0,11.011651928564094
21628,21628,NS-IBTS,2018,57.4025,11.3225,2018-01-24 12:21:00,6188.2692226638865,320.43451783515985,869.7941784647601
22161,22161,NS-IBTS,2019,60.2253,1.4411,2019-02-15 14:35:00,0.0,0.0,167.87103302372853
20730,20730,NS-IBTS,2017,52.6113,2.5058,2017-07-22 12:50:00,0.0,0.0,2.3026468690945454
14337,14337,NS-IBTS,2006,51.4705,2.3208,2006-02-21 12:42:00,0.0,0.13838497943869024,0.41208174135056097
19383,19383,NS-IBTS,2014,59.083,-0.8420000000000001,2014-08-02 08:34:00,0.0,0.0,31.670022914454478
17529,17529,NS-IBTS,2011,57.8282,-2.4807,2011-01-02 07:57:00,0.0,0.0,1.7478719070548874
6907,6907,NS-IBTS,1993,58.4,-2.7667,1993-08-22 06:00:00,0.0,0.0,6.728438751855931
19505,19505,NS-IBTS,2015,52.7477,2.2847,2015-10-02 07:20:00,0.0,0.0,0.3389715735055839
14371,14371,NS-IBTS,2006,52.8146,3.9152,2006-09-02 16:04:00,16.766572344905,0.2133102405891497,0.0
15709,15709,NS-IBTS,2008,56.79,5.7283,2008-01-22 16:13:00,0.0,0.0,0.1621446315548037
21367,21367,NS-IBTS,2018,53.8448,2.5937,2018-08-13 16:53:00,1091.893251689509,0.0,0.0
19763,19763,NS-IBTS,2015,56.687,-2.2485,2015-06-02 13:12:00,2710.6738794753123,1.9316872480984928,0.6856645786843402
13283,13283,NS-IBTS,2004,55.3142,3.2077,2004-03-09 15:58:00,0.0,0.0,1.633753240361799
11841,11841,NS-IBTS,2002,53.9476,0.8136,2002-09-02 07:32:00,0.0,0.0,0.3018903122004181
4973,4973,NS-IBTS,1990,57.2667,11.6333,1990-02-15 13:55:00,576.1240462476508,8.587843359183987,13.598516960247725
20222,20222,NS-IBTS,2016,54.913000000000004,0.836,2016-08-21 15:23:00,0.0,0.0,11.427725706299215
7827,7827,NS-IBTS,1995,56.45,11.0833,1995-07-09 07:48:00,1010.0727207224713,8.264309696088677,9.088964942850186
15677,15677,NS-IBTS,2008,56.4004,12.2614,2008-04-02 09:27:00,0.0,0.7466425030164028,22.999901777804304
16763,16763,NS-IBTS,2010,56.2541,5.5458,2010-08-02 07:07:00,2016.420768842506,81.27799342709811,45.99910343125832
2293,2293,NS-IBTS,1984,54.0833,4.05,1984-02-17 12:11:00,3495.6695721825536,63.230533475688745,29.570361110363013
7259,7259,NS-IBTS,1994,56.0667,5.15,1994-02-16 06:48:00,4098.200919812044,233.93042028566086,2.514449055496756
4510,4510,NS-IBTS,1989,55.1167,6.0833,1989-02-13 07:40:00,1783.3993370574624,25.92131683065964,2.194353734701997
13367,13367,NS-IBTS,2004,56.346000000000004,12.5818,2004-01-29 07:16:00,0.0,5.9478913820109645,699.1228124870979
15160,15160,NS-IBTS,2007,56.7581,-1.5585,2007-09-02 07:36:00,0.0,0.0,0.24256965625012245
1863,1863,NS-IBTS,1983,52.2833,3.9,1983-02-28 20:50:00,0.0,0.0,2.8003251548770347
8227,8227,NS-IBTS,1996,54.25,5.6,1996-07-31 08:23:00,0.0,0.0,0.17534904374674828
12069,12069,NS-IBTS,2002,56.4235,-1.7933,2002-08-19 04:54:00,120.25218076086828,0.0,9.244621930858925
18100,18100,NS-IBTS,2012,57.7953,11.2567,2012-08-15 15:29:00,44.377270838116665,0.1321953667263906,8.917038063740891
6806,6806,NS-IBTS,1993,57.3833,11.3333,1993-02-15 13:54:00,64119.47492715932,1215.1475249076316,71.74993831385372
16675,16675,NS-IBTS,2010,55.0494,5.3751,2010-08-20 12:42:00,0.0,0.0,0.3690563550672405
8953,8953,NS-IBTS,1997,56.5667,1.2667,1997-06-08 15:17:00,0.0,0.0,709.5769879494471
14247,14247,NS-IBTS,2005,59.28,-0.33,2005-07-20 06:49:00,0.0,0.0,8.437211881382407
6844,6844,NS-IBTS,1993,57.7667,2.35,1993-08-23 18:47:00,0.0,0.0,2396.920443749801
11686,11686,NS-IBTS,2001,59.3333,-0.35,2001-01-30 17:04:00,0.0,0.0,49.006157083350686
19558,19558,NS-IBTS,2015,54.0727,4.1417,2015-01-21 11:05:00,6392.7398560861875,71.45544696094153,24.090987117510448
5453,5453,NS-IBTS,1991,57.0167,5.1833,1991-11-02 16:17:00,0.0,0.0,0.6569645117139686
21790,21790,NS-IBTS,2018,59.621,-0.54,2018-05-02 14:58:00,0.0,0.06872758869108729,1.994538710936328
12603,12603,NS-IBTS,2003,54.8167,3.95,2003-02-24 14:52:00,55.47158854764583,15.0642515675644,30.58701578133663
19595,19595,NS-IBTS,2015,54.7165,0.6616,2015-10-02 12:51:00,4174.79907553472,49.486966803574326,9.158604563207607
21068,21068,NS-IBTS,2017,57.7,10.7978,2017-08-13 05:24:00,0.0,1.0852880335268795,33.006951060811986
10244,10244,NS-IBTS,1999,57.6773,11.3775,1999-08-30 10:43:00,2648.1071632235185,1.2702292648536648,103.36206312475784
17385,17385,NS-IBTS,2011,56.538999999999994,6.8237,2011-01-31 07:39:00,1743.8371919783572,4.1553851617522115,1.6056105747613971
2507,2507,NS-IBTS,1984,57.3667,5.7167,1984-02-26 15:33:00,38.95520776396333,0.4685536890881614,0.6423259482658913
3198,3198,NS-IBTS,1986,54.6667,3.4667,1986-02-13 06:35:00,88.5375557404414,11.554282583328126,0.0
6735,6735,NS-IBTS,1993,56.75,3.55,1993-02-24 13:34:00,0.0,0.0,74.34216076075006
17444,17444,NS-IBTS,2011,57.1008,6.7712,2011-01-28 15:15:00,0.0,40.39676870036165,720.8949195879509
14646,14646,NS-IBTS,2006,57.1327,11.8492,2006-02-15 13:35:00,25.29644449726897,1.6661222904769697,0.5496900101716743
11899,11899,NS-IBTS,2002,54.75,3.6667,2002-09-08 10:38:00,0.0,40.80828048696775,19.792455074966302
827,827,NS-IBTS,1979,55.85,-1.7333,1979-03-26 16:30:00,0.0,0.0,0.0808608748982894
16872,16872,NS-IBTS,2010,57.5202,8.916,2010-08-31 15:56:00,25.29644449726897,0.06473762562954168,0.35319693560323606
15185,15185,NS-IBTS,2007,57.0725,-0.2572,2007-08-29 15:42:00,0.0,0.0,134.98397347615548
1070,1070,NS-IBTS,1980,54.3333,8.0667,1980-02-21 16:00:00,9249.6630783798,12.429954796318533,1.359279596407482
12634,12634,NS-IBTS,2003,55.2216,4.5023,2003-05-02 12:54:00,0.0,40.01382159638865,31.67691324217477
4271,4271,NS-IBTS,1988,57.8667,9.75,1988-09-02 09:05:00,359.0391731425692,3.3577140412969264,67.72950886248312
1012,1012,NS-IBTS,1980,52.75,4.2333,1980-02-18 15:30:00,519.5671026739981,2.6148631896197445,26.56330573408541
8243,8243,NS-IBTS,1996,54.45,4.6333,1996-02-22 15:13:00,254.14237167418412,0.8238990363425711,0.9037736388569746
6824,6824,NS-IBTS,1993,57.6167,8.7833,1993-07-09 07:49:00,0.0,358.66469445247725,20.13617482259841
4322,4322,NS-IBTS,1988,58.7667,-0.9833,1988-11-02 15:41:00,0.0,0.0,273.07138805006673
16934,16934,NS-IBTS,2010,58.0617,4.7383,2010-02-17 14:32:00,0.0,0.0,0.4038620591501461
18317,18317,NS-IBTS,2013,51.7652,1.7653,2013-03-08 13:29:00,15808.92536714892,0.0,0.0
3976,3976,NS-IBTS,1987,59.5667,3.3167,1987-04-02 08:05:00,0.0,0.0,0.2737153527741374
3623,3623,NS-IBTS,1987,54.2333,5.5,1987-08-02 15:20:00,4540.739641093998,5.606441560570223,1.6916957428561028
7476,7476,NS-IBTS,1994,58.0,3.0333,1994-10-08 13:47:00,3259.0675735427862,0.0,1.4517726095776369
9157,9157,NS-IBTS,1997,59.0,-2.2,1997-02-14 14:28:00,25.29644449726897,0.2996258736003251,6.2778022843265
15255,15255,NS-IBTS,2007,57.8542,10.9468,2007-01-22 14:16:00,194.69126745090682,4.805183099337533,7.6253182088513585
8738,8738,NS-IBTS,1997,52.55,1.95,1997-02-20 15:13:00,16.766572344905,0.0,0.0
16075,16075,NS-IBTS,2009,53.9514,1.2636,2009-01-25 13:02:00,0.0,22.95028966312796,7.993743783854422
8711,8711,NS-IBTS,1997,51.2,2.4167,1997-02-23 16:11:00,0.0,0.0,12.948315683943104
8505,8505,NS-IBTS,1996,57.55,3.1,1996-02-15 11:33:00,0.0,0.0,0.3477683428941772
18249,18249,NS-IBTS,2012,60.049,0.3345,2012-02-14 10:27:00,0.0,0.0,46.75438582496837
7303,7303,NS-IBTS,1994,56.45,-0.2167,1994-02-25 17:30:00,0.0,0.0,4.429190686849268
10919,10919,NS-IBTS,2000,58.0833,4.8333,2000-08-22 12:46:00,0.0,0.0,0.6775774119242834
16062,16062,NS-IBTS,2009,53.8346,0.8879,2009-01-25 10:59:00,105104.98932139626,304.1484994786496,56.69886306097787
12980,12980,NS-IBTS,2003,58.7333,0.5667,2003-09-24 23:29:00,0.0,0.0,103.09238417446241
3364,3364,NS-IBTS,1986,56.9167,7.1167,1986-02-20 08:27:00,0.0,5.654044680616541,0.38626555661029305
17691,17691,NS-IBTS,2011,60.54,2.5867,2011-07-18 18:27:00,0.0,0.0,1.2648682664596689
13433,13433,NS-IBTS,2004,57.1817,5.365,2004-05-09 10:59:00,0.0,0.0,4.065909646791454
13587,13587,NS-IBTS,2004,58.5917,10.9023,2004-02-09 06:56:00,0.0,0.0,10.182807856045
13259,13259,NS-IBTS,2004,55.0799,3.7293,2004-06-02 14:33:00,0.0,2.4516375722758363,3.2637826385351554
15711,15711,NS-IBTS,2008,56.7952,0.39,2008-01-09 05:49:00,0.0,0.0,10.984285895390787
10437,10437,NS-IBTS,1999,60.05,-0.3167,1999-01-09 22:44:00,0.0,0.0,12.098044618899474
1960,1960,NS-IBTS,1983,54.7333,5.5333,1983-04-02 08:40:00,645.6362371165733,4.500411387201475,1.7043811259251118
13261,13261,NS-IBTS,2004,55.1,5.1833,2004-01-28 14:07:00,262.94096066756697,6.542679533641063,0.8620022749034559
10213,10213,NS-IBTS,1999,57.3333,2.45,1999-03-09 10:10:00,61.628326681436356,0.0,4.002533413045293
12142,12142,NS-IBTS,2002,57.1828,11.6612,2002-07-02 10:34:00,216.4425628628549,8.900964533125823,31.08536534947607
9368,9368,NS-IBTS,1998,54.5667,3.3667,1998-08-20 06:00:00,16.766572344905,0.0,0.0
14954,14954,NS-IBTS,2007,53.8445,4.5458,2007-08-14 11:26:00,18365.687538810602,1.7188633797607913,0.0
832,832,NS-IBTS,1979,56.15,0.05,1979-10-02 08:40:00,0.0,2.3868365514135066,0.3904913926652656
20111,20111,NS-IBTS,2016,52.7968,2.7675,2016-09-08 13:21:00,0.0,0.10812600151961063,0.08819024756960503
18193,18193,NS-IBTS,2012,58.8472,-3.7863,2012-07-02 09:44:00,139.34743067077127,17.49959362049883,76.02138172644321
3498,3498,NS-IBTS,1986,59.7667,3.1,1986-01-02 17:13:00,0.0,0.0,0.5704323945191051
2109,2109,NS-IBTS,1983,57.15,6.45,1983-10-02 04:23:00,0.0,1.7486243721267494,1.2548058004129063
4281,4281,NS-IBTS,1988,58.0333,4.8667,1988-02-16 12:38:00,14.427173215408956,0.4516634207444333,1.5964264918503126
18447,18447,NS-IBTS,2013,55.1388,7.4492,2013-07-28 09:08:00,744.7789856411374,0.0,0.0808608748982894
2563,2563,NS-IBTS,1984,58.4167,11.3,1984-02-15 07:15:00,2530.010268846436,192.4832298328969,55.34872008010133
9583,9583,NS-IBTS,1998,57.1,3.3167,1998-08-02 14:28:00,0.0,0.13627535424574574,0.0
13592,13592,NS-IBTS,2004,58.6967,-1.385,2004-09-21 11:45:00,0.0,0.0,157.7421780675931
8715,8715,NS-IBTS,1997,51.5167,2.1,1997-02-22 07:16:00,66.565906257175,1.3652684457559654,127.98037987851879
11053,11053,NS-IBTS,2000,60.4167,1.8,2000-01-21 09:32:00,0.0,0.0,0.6149101125439106
19148,19148,NS-IBTS,2014,56.406000000000006,2.502,2014-08-15 14:27:00,0.0,0.061357943139612035,57.73230563649045
14434,14434,NS-IBTS,2006,54.2827,3.4974,2006-11-02 10:36:00,0.0,57.86931152404552,9.845248728292797
4714,4714,NS-IBTS,1989,58.45,11.1333,1989-02-22 06:30:00,267.87592607481344,37.36139586867164,67.38802787939065
1910,1910,NS-IBTS,1983,53.95,5.1333,1983-02-25 08:58:00,2648.0505006593617,101.59124463927441,12.728353577052092
5508,5508,NS-IBTS,1991,57.45,8.5167,1991-12-02 07:20:00,0.0,1.6268442041466813,3.021253674165433
19872,19872,NS-IBTS,2015,57.8132,11.0017,2015-01-24 12:07:00,11076.76329344459,23.427735541315688,9.55230928418553
2114,2114,NS-IBTS,1983,57.2,-1.25,1983-02-28 08:35:00,0.0,0.09560709382298403,7.25231820450376
4106,4106,NS-IBTS,1988,55.1667,4.7667,1988-01-25 14:08:00,3452.321185778612,36.206791831036256,20.872677725645858
9638,9638,NS-IBTS,1998,57.6667,5.0667,1998-08-25 06:05:00,0.0,0.0,12.353506186531757
4836,4836,NS-IBTS,1990,54.6667,0.5333,1990-01-30 10:52:00,0.0,0.24581564588946095,901.5263661641201
